861,4,15,36,6,2,70,0,5,1
4,963,1,27,1,1,3,0,0,0
13,0,834,5,83,0,64,0,1,0
25,3,14,888,25,0,45,0,0,0
1,0,43,36,841,0,77,0,2,0
0,0,0,0,0,950,1,33,2,14
166,0,47,43,122,1,616,0,4,1
0,0,0,0,0,25,0,923,0,52
6,0,0,3,1,3,13,0,973,1
1,0,0,0,0,12,0,27,1,959
